Metric.Name,Description,Data.Location
PctBl2001Cat,% of catchment area classified as barren land cover (NLCD 2001 class 31),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctBl2001Ws,% of watershed area classified as barren land cover (NLCD 2001 class 31),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctBl2001CatRp100,% of catchment area classified as barren land cover (NLCD 2001 class 31) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctBl2001WsRp100,% of watershed area classified as barren land cover (NLCD 2001 class 31) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctOw2001Cat,% of catchment area classified as open water land cover (NLCD 2001 class 11),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctOw2001Ws,% of watershed area classified as open water land cover (NLCD 2001 class 11),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctOw2001CatRp100,% of catchment area classified as open water land cover (NLCD 2001 class 11) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctOw2001WsRp100,% of watershed area classified as open water land cover (NLCD 2001 class 11) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctIce2001Cat,% of catchment area classified as ice/snow land cover (NLCD 2001 class 12),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctIce2001Ws,% of watershed area classified as ice/snow land cover (NLCD 2001 class 12),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctIce2001CatRp100,% of catchment area classified as ice/snow land cover (NLCD 2001 class 12) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctIce2001WsRp100,% of watershed area classified as ice/snow land cover (NLCD 2001 class 12) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctHbWet2001Cat,% of catchment area classified as herbaceous wetland land cover (NLCD 2001 class 95),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctHbWet2001Ws,% of watershed area classified as herbaceous wetland land cover (NLCD 2001 class 95),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctHbWet2001CatRp100,% of catchment area classified as herbaceous wetland land cover (NLCD 2001 class 95) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctHbWet2001WsRp100,% of watershed area classified as herbaceous wetland land cover (NLCD 2001 class 95) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctWdWet2001Cat,% of catchment area classified as woody wetland land cover (NLCD 2001 class 90),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctWdWet2001Ws,% of watershed area classified as woody wetland land cover (NLCD 2001 class 90),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctWdWet2001CatRp100,% of catchment area classified as woody wetland land cover (NLCD 2001 class 90) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctWdWet2001WsRp100,% of watershed area classified as woody wetland land cover (NLCD 2001 class 90) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctShrb2001Cat,% of catchment area classified as shrub/scrub land cover (NLCD 2001 class 52),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctShrb2001Ws,% of watershed area classified as shrub/scrub land cover (NLCD 2001 class 52),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctShrb2001CatRp100,% of catchment area classified as shrub/scrub land cover (NLCD 2001 class 52) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctShrb2001WsRp100,% of watershed area classified as shrub/scrub land cover (NLCD 2001 class 52) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctGrs2001Cat,% of catchment area classified as grassland/herbaceous land cover (NLCD 2001 class 71),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctGrs2001Ws,% of watershed area classified as grassland/herbaceous land cover (NLCD 2001 class 71),"NLCD2001_(RegionID).csv, NLCD2001_(StateID).csv"
PctGrs2001CatRp100,% of catchment area classified as grassland/herbaceous land cover (NLCD 2001 class 71) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
PctGrs2001WsRp100,% of watershed area classified as grassland/herbaceous land cover (NLCD 2001 class 71) within a 100-m buffer of NHD streams,"NLCD2001RipBuf100_(RegionID).csv, NLCD2001RipBuf100_(StateID).csv"
CHYD,Hydrologic regulation component score calculated using catchment metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
CCHEM,Regulation of water chemistry component score calculated using catchment metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
CSED,Sediment regulation component score calculated using catchment metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
CCONN,Hydrologic connectivity component score calculated using catchment metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
CTEMP,Temperature regulation component score calculated using catchment metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
CHABT,Habitat provision component score calculated using catchment metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
ICI,Index of catchment integrity,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
WHYD,Hydrologic regulation component score calculated using watershed metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
WCHEM,Regulation of water chemistry component score calculated using watershed metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
WSED,Sediment regulation component score calculated using watershed metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
WCONN,Hydrologic connectivity component score calculated using watershed metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
WTEMP,Temperature regulation component score calculated using watershed metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
WHABT,Habitat provision component score calculated using watershed metrics,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
IWI,Index of watershed integrity,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_(StateID).csv"
CCHEM (v2.1),Revised index of regulation of water chemistry component score calculated using catchment metrics (version 2.1) based on Johnson et al. 2018 STOTEN,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
ICI (v2.1),Revised ndex of catchment integrity (version 2.1) based on Johnson et al. 2018 STOTEN,"ICI_IWI_v1_(RegionID).csv, ICI_IWI_v1_(StateID).csv"
WCHEM (v2.1),Revised index of regulation of water chemistry component score calculated using watershed metrics (version 2.1) based on Johnson et al. 2018 STOTEN,"ICI_IWI_v2.1_(RegionID).csv, ICI_IWI_v2.1_(StateID).csv"
IWI (v2.1),Revised ndex of watershed integrity (version 2.1) based on Johnson et al. 2018 STOTEN,"ICI_IWI_v2.1_(RegionID).csv, ICI_IWI_v2.1_(StateID).csv"
PctUrbHi2016Cat,"% of catchment area classified as developed, high-intensity land use (NLCD 2016 class 24)","NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctUrbHi2016Ws,"% of watershed area classified as developed, high-intensity land use (NLCD 2016 class 24)","NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctUrbHi2016CatRp100,"% of catchment area classified as developed, high-intensity land use (NLCD 2016 class 24) within a 100-m buffer of NHD streams","NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctUrbHi2016WsRp100,"% of watershed area classified as developed, high-intensity land use (NLCD 2016 class 24) within a 100-m buffer of NHD streams","NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctUrbMd2016Cat,"% of catchment area classified as developed, medium-intensity land use (NLCD 2016 class 23)","NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctUrbMd2016Ws,"% of watershed area classified as developed, medium-intensity land use (NLCD 2016 class 23)","NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctUrbMd2016CatRp100,"% of catchment area classified as developed, medium-intensity land use (NLCD 2016 class 23) within a 100-m buffer of NHD streams","NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctUrbMd2016WsRp100,"% of watershed area classified as developed, medium-intensity land use (NLCD 2016 class 23) within a 100-m buffer of NHD streams","NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctUrbLo2016Cat,"% of catchment area classified as developed, low-intensity land use (NLCD 2016 class 22)","NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctUrbLo2016Ws,"% of watershed area classified as developed, low-intensity land use (NLCD 2016 class 22)","NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctUrbLo2016CatRp100,"% of catchment area classified as developed, low-intensity land use (NLCD 2016 class 22) within a 100-m buffer of NHD streams","NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctUrbLo2016WsRp100,"% of watershed area classified as developed, low-intensity land use (NLCD 2016 class 22) within a 100-m buffer of NHD streams","NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctUrbOp2016Cat,"% of catchment area classified as developed, open space land use (NLCD 2016 class 21)","NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctUrbOp2016Ws,"% of watershed area classified as developed, open space land use (NLCD 2016 class 21)","NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctUrbOp2016CatRp100,"% of catchment area classified as developed, open space land use (NLCD 2016 class 21) within a 100-m buffer of NHD streams","NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctUrbOp2016WsRp100,"% of watershed area classified as developed, open space land use (NLCD 2016 class 21) within a 100-m buffer of NHD streams","NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctCrop2016Cat,% of catchment area classified as crop land use (NLCD 2016 class 82),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctCrop2016Ws,% of watershed area classified as crop land use (NLCD 2016 class 82),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctCrop2016CatRp100,% of catchment area classified as crop land use (NLCD 2016 class 82) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctCrop2016WsRp100,% of watershed area classified as crop land use (NLCD 2016 class 82) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctHay2016Cat,% of catchment area classified as hay land use (NLCD 2016 class 81),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctHay2016Ws,% of watershed area classified as hay land use (NLCD 2016 class 81),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctHay2016CatRp100,% of catchment area classified as hay land use (NLCD 2016 class 81) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctHay2016WsRp100,% of watershed area classified as hay land use (NLCD 2016 class 81) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctDecid2016Cat,% of catchment area classified as deciduous forest land cover (NLCD 2016 class 41),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctDecid2016Ws,% of watershed area classified as deciduous forest land cover (NLCD 2016 class 41),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctDecid2016CatRp100,% of catchment area classified as deciduous forest land cover (NLCD 2016 class 41) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctDecid2016WsRp100,% of watershed area classified as deciduous forest land cover (NLCD 2016 class 41) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctConif2016Cat,% of catchment area classified as evergreen forest land cover (NLCD 2016 class 42),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctConif2016Ws,% of watershed area classified as evergreen forest land cover (NLCD 2016 class 42),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctConif2016CatRp100,% of catchment area classified as evergreen forest land cover (NLCD 2016 class 42) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctConif2016WsRp100,% of watershed area classified as evergreen forest land cover (NLCD 2016 class 42) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctMxFst2016Cat,% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2016 class 43),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctMxFst2016Ws,% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2016 class 43),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctMxFst2016CatRp100,% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2016 class 43) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctMxFst2016WsRp100,% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2016 class 43) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctBl2016Cat,% of catchment area classified as barren land cover (NLCD 2016 class 31),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctBl2016Ws,% of watershed area classified as barren land cover (NLCD 2016 class 31),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctBl2016CatRp100,% of catchment area classified as barren land cover (NLCD 2016 class 31) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctBl2016WsRp100,% of watershed area classified as barren land cover (NLCD 2016 class 31) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctOw2016Cat,% of catchment area classified as open water land cover (NLCD 2016 class 11),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctOw2016Ws,% of watershed area classified as open water land cover (NLCD 2016 class 11),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctOw2016CatRp100,% of catchment area classified as open water land cover (NLCD 2016 class 11) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctOw2016WsRp100,% of watershed area classified as open water land cover (NLCD 2016 class 11) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctIce2016Cat,% of catchment area classified as ice/snow land cover (NLCD 2016 class 12),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctIce2016Ws,% of watershed area classified as ice/snow land cover (NLCD 2016 class 12),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctIce2016CatRp100,% of catchment area classified as ice/snow land cover (NLCD 2016 class 12) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctIce2016WsRp100,% of watershed area classified as ice/snow land cover (NLCD 2016 class 12) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctHbWet2016Cat,% of catchment area classified as herbaceous wetland land cover (NLCD 2016 class 95),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctHbWet2016Ws,% of watershed area classified as herbaceous wetland land cover (NLCD 2016 class 95),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctHbWet2016CatRp100,% of catchment area classified as herbaceous wetland land cover (NLCD 2016 class 95) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctHbWet2016WsRp100,% of watershed area classified as herbaceous wetland land cover (NLCD 2016 class 95) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctWdWet2016Cat,% of catchment area classified as woody wetland land cover (NLCD 2016 class 90),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctWdWet2016Ws,% of watershed area classified as woody wetland land cover (NLCD 2016 class 90),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctWdWet2016CatRp100,% of catchment area classified as woody wetland land cover (NLCD 2016 class 90) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctWdWet2016WsRp100,% of watershed area classified as woody wetland land cover (NLCD 2016 class 90) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctShrb2016Cat,% of catchment area classified as shrub/scrub land cover (NLCD 2016 class 52),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctShrb2016Ws,% of watershed area classified as shrub/scrub land cover (NLCD 2016 class 52),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctShrb2016CatRp100,% of catchment area classified as shrub/scrub land cover (NLCD 2016 class 52) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctShrb2016WsRp100,% of watershed area classified as shrub/scrub land cover (NLCD 2016 class 52) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctGrs2016Cat,% of catchment area classified as grassland/herbaceous land cover (NLCD 2016 class 71),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctGrs2016Ws,% of watershed area classified as grassland/herbaceous land cover (NLCD 2016 class 71),"NLCD2016_(RegionID).csv, NLCD2016_(StateID).csv"
PctGrs2016CatRp100,% of catchment area classified as grassland/herbaceous land cover (NLCD 2016 class 71) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
PctGrs2016WsRp100,% of watershed area classified as grassland/herbaceous land cover (NLCD 2016 class 71) within a 100-m buffer of NHD streams,"NLCD2016RipBuf100_(RegionID).csv, NLCD2016RipBuf100_(StateID).csv"
