site_name,year,long_name,Source,lat,lon,coord_datum,alt,alt_datum,site_type,COMID,VPU,ndays,nyears,ann_GPP_C,ann_ER_C,PAR_sum,Stream_PAR_sum,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,dvqcoefs.c,Azimuth,tree_height,Width,MOD_ann_NPP,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
NC_UNHC,2017,NA,StreamPULSE,35.9925,-79.046,NA,NA,NA,NA,8895362,03N,268,1,134.50803824306823,-505.2105078820736,13.3126501690728,4.470998430318522,15.54,0.24,-0.08,-0.01,1.31,193.26976168146734,0.843,0.19,0.51,0.44,0.31,0.56,66.7123227657157,0.424,36.47,0.24,-0,0.03,1.14,170.1546194887534,0.249,3.17,0.39,0.04,-0.22,1.34,188.4632272845878,0.905,NA,44.477450224572586,22,10.9,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,NC,0.3212170000000001,3,250028229,0,03030002000085,2.2293,59.2038,2.328,0.00252147,2.328,0,12360,11773,0.71609,57.69059,0.9744406609035232,171.4277,1174.815730404483,-1.7125490569143715,21.462431424413765,15.165046630266565,359.9707,1.61,1.81,1.95,1.48,1.96,2.24,2,1.53,0.36,0,8.87,1.8,1.28,0.22,0.05,39.12,15.29,17.8,1.03,1.93,9.83,0.79,1.62,0.02,0.38,0,8.85,1.82,1.33,0.23,0.05,39.1,15.77,18.01,0.54,1.8,9.69,0.79,1.63,0.01,38.7865,99.4317,588.5672,8.3427,4.3045,3.1254,0,0,0,0,0,0.0169,0,0,2.4121,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7996,4.3406,1.4849,148.9258,0.4548,3.4357,145.5938,30.1071,0.8174,0.037,14.0895,3.0663,5.5868,3.0099,2.2135,2.2857,0.1245,0.0281,64.5777,3.2636426531506117
NC_UNHC,2018,NA,StreamPULSE,35.9925,-79.046,NA,NA,NA,NA,8895362,03N,273,1,139.97086669291548,-606.9614101433538,12.675626675157599,4.185065266448444,16.2,0.24,-0.1,-0.01,1.3,203.7911009835373,0.798,0.2,0.54,0.53,0.35,0.38,16.386956951484926,0.466,34.73,0.26,0.01,0.04,1.11,172.32384881195694,0.22,3.03,0.39,0.09,-0.16,1.38,192.39881324734253,0.832,NA,44.477450224572586,22,10.9,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,NC,0.3212170000000001,3,250028229,0,03030002000085,2.2293,59.2038,2.328,0.00252147,2.328,0,12360,11773,0.71609,57.69059,0.9744406609035232,171.4277,1174.815730404483,-1.7125490569143715,21.462431424413765,15.165046630266565,359.9707,1.61,1.81,1.95,1.48,1.96,2.24,2,1.53,0.36,0,8.87,1.8,1.28,0.22,0.05,39.12,15.29,17.8,1.03,1.93,9.83,0.79,1.62,0.02,0.38,0,8.85,1.82,1.33,0.23,0.05,39.1,15.77,18.01,0.54,1.8,9.69,0.79,1.63,0.01,38.7865,99.4317,588.5672,8.3427,4.3045,3.1254,0,0,0,0,0,0.0169,0,0,2.4121,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7996,4.3406,1.4849,148.9258,0.4548,3.4357,145.5938,30.1071,0.8174,0.037,14.0895,3.0663,5.5868,3.0099,2.2135,2.2857,0.1245,0.0281,64.5777,3.2636426531506117
NC_UNHC,2019,NA,StreamPULSE,35.9925,-79.046,NA,NA,NA,NA,8895362,03N,277,1,161.33646278644878,-543.697402788541,13.155127514726399,4.304604904112884,15.95,0.25,-0.03,-0.07,1.35,198.87840442071555,0.767,0.18,0.73,0.65,0.43,0.65,63.45783109454922,0.588,36.04,0.26,-0,0.03,1.19,173.93205563070143,0.249,3.2,0.4,0.09,-0.19,1.34,184.36851223341344,0.915,NA,44.477450224572586,22,10.9,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Carolina,NC,0.3212170000000001,3,250028229,0,03030002000085,2.2293,59.2038,2.328,0.00252147,2.328,0,12360,11773,0.71609,57.69059,0.9744406609035232,171.4277,1174.815730404483,-1.7125490569143715,21.462431424413765,15.165046630266565,359.9707,1.61,1.81,1.95,1.48,1.96,2.24,2,1.53,0.36,0,8.87,1.8,1.28,0.22,0.05,39.12,15.29,17.8,1.03,1.93,9.83,0.79,1.62,0.02,0.38,0,8.85,1.82,1.33,0.23,0.05,39.1,15.77,18.01,0.54,1.8,9.69,0.79,1.63,0.01,38.7865,99.4317,588.5672,8.3427,4.3045,3.1254,0,0,0,0,0,0.0169,0,0,2.4121,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7996,4.3406,1.4849,148.9258,0.4548,3.4357,145.5938,30.1071,0.8174,0.037,14.0895,3.0663,5.5868,3.0099,2.2135,2.2857,0.1245,0.0281,64.5777,3.2636426531506117
NH_DCF,2014,NA,StreamPULSE,43.1347,-71.1839,NA,NA,NA,NA,5847952,01,225,1,46.319121851985614,-711.3719085183459,11.5876977575688,2.653309999451199,9.56,0.48,0.07,-0.1,1.37,205.32031090789985,0.768,0.18,0.59,0.57,0.4,0.53,53.625770846635255,0.589,31.75,0.3,0.05,-0.01,1.15,172.56453506543363,0.083,2.77,0.45,0.2,-0.16,1.32,202.06007831879342,0.874,NA,86.64671164121268,21,2.4635,744.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Hampshire,NH,0.875386,2,150026580,0,01060003000679,0.5715,5.9292,0.651,0.01775729,0.651,0,10866,9710,0.50028,5.8579799999999995,0.9879882614855292,153.9589,1178.1866011859445,-11.634259319913475,14.282363892037036,8.597157326915607,613,0.43,0.44,0.44,0.4,0.47,0.48,0.47,0.43,0.59,0,3.07,0.46,0.09,0.11,0,8.11,18.56,47.37,2.02,3.95,1.87,0,12.01,1.81,0.53,0,3.04,0.49,0.12,0.11,0,8.5,18.72,47.34,4.71,0.7,1.87,0,11.78,2.11,12.5224,31.6113,595.4654,11.0832,4.1472,2.124,0,0,0,0,0,0,0,0,0.9466,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0.4347,0.7064,0.163,141.716,0.82,15.5603,126.2054,47.6788,0.1585,0.0048,14.6772,2.6108,3.9482,3.3698,1.3748,3.1748,0.1238,0.043,68.1452,1.9220009807274787
NH_GOF,2015,NA,StreamPULSE,42.9481,-71.4633,NA,NA,NA,NA,6745688,01,328,1,154.4250685633852,-188.21987876974046,11.918798103088799,10.97166343288026,11.64,0.47,0.06,-0.1,1.38,213.59921355585854,0.831,123.74,0.37,0.37,0.24,0.58,74.6772934805528,0.835,32.65,0.28,0.05,-0.01,1.17,175.9316684780016,0.11,1.07,0.35,0.2,-0.08,1.36,207.2570346842651,0.823,NA,147.5727499215386,21,174.04080000000002,596.4000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Hampshire,NH,0.652005,7,150003077,0,01070006000428,2.3661,7987.3641,1.539,1e-5,1.539,0,3491,3491,1.54271,7986.54071,0.999896913426045,308.1709,1215.940369313015,-12.522580655594634,12.771811597955836,6.933140157342424,627.6922,2.41,2.45,2.49,2.29,2.53,2.59,2.55,2.37,5.26,0,4.07,2.68,1.51,0.44,0.41,20.43,17.7,34.63,2.18,1.46,2.57,0.16,6,0.49,5.21,0,4.03,2.69,1.58,0.46,0.4,20.35,17.45,34.48,2.93,1.22,2.53,0.16,6.04,0.47,25.9827,51.8466,554.133,10.7026,3.9618,1.9963,181230.9469,68774.61,241541.2121,66473.8693,0.0295,0.0011,0.002,0.0119,1.833,0.024,0,0,0,0,0,0,0,0,85.97,9.35,0.84,0,0,0,0,0,0,3.84,0.2933,0.7157,0.2828,135.9942,2.1105,14.2261,131.2073,52.9469,0.0774,0.0169,14.1778,2.8906,4.0631,2.8817,1.6407,2.7544,0.1442,0.0259,67.1215,1.937160234447736
NH_GOF,2016,NA,StreamPULSE,42.9481,-71.4633,NA,NA,NA,NA,6745688,01,336,1,139.29648694806937,-161.9616988926774,11.957177494886398,10.997448792913808,12.35,0.45,0.06,-0.09,1.4,209.35144169239865,0.851,109.51,0.47,0.37,0.17,1.06,61.87066506944467,0.839,32.67,0.3,0.07,-0.01,1.16,176.1888290879039,0.237,0.99,0.27,0.11,-0.09,1.39,209.15329181925543,0.824,NA,147.5727499215386,21,174.04080000000002,596.4000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New Hampshire,NH,0.652005,7,150003077,0,01070006000428,2.3661,7987.3641,1.539,1e-5,1.539,0,3491,3491,1.54271,7986.54071,0.999896913426045,308.1709,1215.940369313015,-12.522580655594634,12.771811597955836,6.933140157342424,627.6922,2.41,2.45,2.49,2.29,2.53,2.59,2.55,2.37,5.26,0,4.07,2.68,1.51,0.44,0.41,20.43,17.7,34.63,2.18,1.46,2.57,0.16,6,0.49,5.21,0,4.03,2.69,1.58,0.46,0.4,20.35,17.45,34.48,2.93,1.22,2.53,0.16,6.04,0.47,25.9827,51.8466,554.133,10.7026,3.9618,1.9963,181230.9469,68774.61,241541.2121,66473.8693,0.0295,0.0011,0.002,0.0119,1.833,0.024,0,0,0,0,0,0,0,0,85.97,9.35,0.84,0,0,0,0,0,0,3.84,0.2933,0.7157,0.2828,135.9942,2.1105,14.2261,131.2073,52.9469,0.0774,0.0169,14.1778,2.8906,4.0631,2.8817,1.6407,2.7544,0.1442,0.0259,67.1215,1.937160234447736
nwis_01184000,2016,"CONNECTICUT RIVER AT THOMPSONVILLE, CT",USGS (Powell Center),41.9873186,-72.6053669,"NAD83",38.48,NGVD29,ST,7700898,01,234,1,1207.5031465911677,-1504.406631672694,12.018052734408,11.338007344837509,13.06,0.43,0.05,-0.08,1.39,210.67833973063898,0.86,396.24,0.45,0.37,0.15,1.09,67.00932104792359,0.878,32.84,0.29,0.06,-0.01,1.17,176.26099727208123,0.253,1.47,0.28,0.16,-0.01,1.33,200.28956995345555,0.825,1.951013141,175.42382958183453,20,324.612,628.3,0.168539941,16.19936258,0.361460059,0.0316403937430603,0.47,0,0,0,0.002319087,70515700,91.77291658,494.176,818,46.996,32,9,59,23,67,6,96,58,-39,-26,25,88,148,198,227,215,170,110,54,-12,1125,1127,85,78,93,99,99,97,92,96,95,92,102,96,109,128,22,30,23,38,97,9,4,929.358,48.842,3779,476,955,98,3,73.21233448,10,grassland,Connecticut,CT,0.8792329999999999,6,150002345,0,01080205000970,1.2924,25008.6483,1.1,5.7272e-4,1.1,0,1162,1099,1.13632,25008.49222,0.9999937589589758,384.49,1198.6334828944082,-13.460060112004747,12.20762908759363,6.338416791446778,642.109,2.13,2.16,2.19,2.06,2.23,2.28,2.25,2.09,2.02,0,3.88,2.29,1.37,0.38,0.19,30.16,16.21,29.6,1.59,1.11,4.96,0.71,5.19,0.33,1.99,0,3.84,2.31,1.44,0.4,0.19,29.97,16.12,29.69,1.79,1.09,4.92,0.71,5.24,0.31,21.7004,47.1959,596.4184,11.1781,4.2803,2.2688,203143.674,122714.3826,285816.768,182721.8553,0.0323,0.0025,0.002,0.0142,1.7842,0.0248,0,0,0,0,0,0,0,0.82,84.98,8.11,4.15,0,0,0,0,1.16,0,0.78,0.4856,2.0926,0.8788,121.7229,1.5701,9.5096,127.9803,47.6089,0.1736,0.0307,13.0786,4.338,5.2827,2.4602,2.6306,2.1186,0.1326,0.0793,62.0418,1.866713412978806
nwis_01388000,2010,Ramapo River at Pompton Lakes NJ,USGS (Powell Center),40.99194444,-74.28,"NAD83",171.35,NGVD29,ST,6250614,02,273,1,104.44716911066445,-308.4742947130017,11.855221262891998,10.710082493820767,14.13,0.38,0,-0.06,1.39,201.7537840585669,0.795,9.4,0.66,0.62,0.44,0.52,60.80321963760608,0.668,32.48,0.28,0.04,-0.02,1.15,172.89083657367453,0.257,1.81,0.37,0.08,-0.1,1.37,192.46950694870034,0.82,0.30018124933756,187.5980499348228,3,26.76144,601.9,0.482303881973215,23.9214357561914,0.127696118026785,0.139260899794598,0.39,95,0,50,0.005688273,70543045,74.51431022,8.964,710,1.844,74,59,112,44,59,40,105,96,-26,-13,38,96,153,202,229,220,179,117,64,2,1230,1238,87,80,100,108,118,102,112,110,109,94,110,99,118,125,2,38,38,62,72,0,1,1385.728,328.071,7183,2832,954,100,30,7.836838716,13,urban,New Jersey,NJ,0.13763800000000004,4,200010434,0,02030103000064,1.5453,415.683,2.067,6.2409e-4,2.067,0,5612,5483,0.21269,414.35039,0.9967941676710378,209.4147,1267.0117248190263,-7.792260624184649,15.7515928636765,10.214650953771915,473.5772,7.25,7.4,7.6,6.71,7.69,8.03,7.82,7.01,3.31,0,13.41,7.86,4.58,1.45,0.09,58.14,0.23,1.94,0.2,0.9,1.26,0.02,6.38,0.23,3.21,0,13.24,7.88,4.83,1.52,0.07,57.97,0.23,1.92,0.27,0.96,1.26,0.02,6.39,0.23,110.1419,319.2072,707.9842,13.5815,5.1576,2.7015,119450.9696,98858.9934,96465.8197,79069.6873,0.1107,0.0241,0.012,0.0409,3.6205,0.077,0,0,0,0,0,0,0,25.43,70.7,3.87,0,0,0,0,0,0,0,0,0.0504,0.6381,0.0837,136.7081,1.0862,9.7353,110.8121,44.7989,0.0915,0.0092,12.7492,5.174,4.781,2.5309,2.5455,2.502,0.1296,0.0371,63.4335,2.6754069343267086
nwis_01388000,2016,Ramapo River at Pompton Lakes NJ,USGS (Powell Center),40.99194444,-74.28,"NAD83",171.35,NGVD29,ST,6250614,02,324,1,124.97868190227763,-235.1166283358218,12.0416654768256,10.893052406150154,14.52,0.36,0.01,-0.05,1.38,205.2200216332539,0.868,5.19,0.55,0.49,0.3,0.64,51.05237799364335,0.685,32.9,0.28,0.05,0,1.18,177.4357248758487,0.228,1.73,0.36,0.15,-0.14,1.37,201.04967721653736,0.83,0.30018124933756,187.5980499348228,3,26.76144,601.9,0.482303881973215,23.9214357561914,0.127696118026785,0.139260899794598,0.39,95,0,50,0.005688273,70543045,74.51431022,8.964,710,1.844,74,59,112,44,59,40,105,96,-26,-13,38,96,153,202,229,220,179,117,64,2,1230,1238,87,80,100,108,118,102,112,110,109,94,110,99,118,125,2,38,38,62,72,0,1,1385.728,328.071,7183,2832,954,100,30,7.836838716,13,urban,New Jersey,NJ,0.13763800000000004,4,200010434,0,02030103000064,1.5453,415.683,2.067,6.2409e-4,2.067,0,5612,5483,0.21269,414.35039,0.9967941676710378,209.4147,1267.0117248190263,-7.792260624184649,15.7515928636765,10.214650953771915,473.5772,7.25,7.4,7.6,6.71,7.69,8.03,7.82,7.01,3.31,0,13.41,7.86,4.58,1.45,0.09,58.14,0.23,1.94,0.2,0.9,1.26,0.02,6.38,0.23,3.21,0,13.24,7.88,4.83,1.52,0.07,57.97,0.23,1.92,0.27,0.96,1.26,0.02,6.39,0.23,110.1419,319.2072,707.9842,13.5815,5.1576,2.7015,119450.9696,98858.9934,96465.8197,79069.6873,0.1107,0.0241,0.012,0.0409,3.6205,0.077,0,0,0,0,0,0,0,25.43,70.7,3.87,0,0,0,0,0,0,0,0,0.0504,0.6381,0.0837,136.7081,1.0862,9.7353,110.8121,44.7989,0.0915,0.0092,12.7492,5.174,4.781,2.5309,2.5455,2.502,0.1296,0.0371,63.4335,2.6754069343267086
nwis_01400500,2008,Raritan River at Manville NJ,USGS (Powell Center),40.55555556,-74.58277778,"NAD83",20.61,NGVD29,ST,9513852,02,225,1,748.6590231782872,-631.5442494144759,12.006696290047199,11.21189912049872,16.88,0.22,-0.06,0.15,1.12,184.7121570261867,0.827,16.24,0.35,0.51,0.47,0.33,11.240688498008431,0.306,32.81,0.28,0.03,-0.02,1.19,178.55010112526438,0.184,1.03,0.35,0.08,-0.09,1.37,191.15720251804655,0.837,0.227686302377022,91.03803416787322,8.700000000000003,53.6448,616.9050000000001,0.542013671037555,41.3207805617214,0.107986328962445,0.10629053154497,0.35,0,0,50,0.010333751,70554353,77.12844064,27.034,664,8.223,20,10,33,8,32,21,110,100,-19,-6,44,99,156,205,232,223,183,122,66,8,1172,1222,86,72,95,99,111,94,123,112,104,84,99,93,109,116,4,38,30,93,91,12,23,899.821,210.029,5843,1872,954,64,16,15.64414465,13,urban,New Jersey,NJ,0.09279899999999996,5,200009319,0,02030105000020,0.9072,1274.0643,0.585,1e-5,0.585,0,642,642,0.08419,1273.24129,0.9993540278932548,134.9366,1262.7413651222882,-7.105156685609461,16.457515475684882,10.511067409714608,555.726,5.3,5.38,5.48,5.06,5.53,5.67,5.6,5.13,1.56,0,16.06,6.55,2.66,0.86,0.11,35.79,0.41,2.89,0.67,0.4,19.25,5.89,6.78,0.1,1.57,0,16.08,6.63,2.76,0.89,0.11,35.72,0.4,2.92,0.62,0.45,18.96,6,6.76,0.11,79.5218,208.4645,684.3795,12.1398,4.8585,2.7313,239569.6143,198405.0231,428381.2807,359905.2964,0.0204,0.0259,0.0039,0.04,3.6239,0.0173,0,92.28,0,0,0,1.66,0,3.29,2.02,0.76,0,0,0,0,0,0,0,0,3.8693,8.5512,0.0603,138.5446,1.4511,9.2857,122.9567,42.9504,0.0728,0.0387,11.5626,4.2144,3.8618,2.443,2.6242,1.6944,0.14,0.1138,63.108,2.2722373348058005
nwis_01400500,2009,Raritan River at Manville NJ,USGS (Powell Center),40.55555556,-74.58277778,"NAD83",20.61,NGVD29,ST,9513852,02,288,1,409.5050317877562,-410.3556111039782,11.244824838626398,10.523784369034427,12.92,0.37,-0.04,-0.04,1.37,203.6255687244333,0.838,23.5,0.41,0.54,0.41,0.07,300.1535932667063,0.467,30.81,0.28,0.09,0.03,1.07,173.82778753388067,0.195,0.97,0.33,0.05,-0.1,1.39,196.98292090876103,0.842,0.227686302377022,91.03803416787322,8.700000000000003,53.6448,616.9050000000001,0.542013671037555,41.3207805617214,0.107986328962445,0.10629053154497,0.35,0,0,50,0.010333751,70554353,77.12844064,27.034,664,8.223,20,10,33,8,32,21,110,100,-19,-6,44,99,156,205,232,223,183,122,66,8,1172,1222,86,72,95,99,111,94,123,112,104,84,99,93,109,116,4,38,30,93,91,12,23,899.821,210.029,5843,1872,954,64,16,15.64414465,13,urban,New Jersey,NJ,0.09279899999999996,5,200009319,0,02030105000020,0.9072,1274.0643,0.585,1e-5,0.585,0,642,642,0.08419,1273.24129,0.9993540278932548,134.9366,1262.7413651222882,-7.105156685609461,16.457515475684882,10.511067409714608,555.726,5.3,5.38,5.48,5.06,5.53,5.67,5.6,5.13,1.56,0,16.06,6.55,2.66,0.86,0.11,35.79,0.41,2.89,0.67,0.4,19.25,5.89,6.78,0.1,1.57,0,16.08,6.63,2.76,0.89,0.11,35.72,0.4,2.92,0.62,0.45,18.96,6,6.76,0.11,79.5218,208.4645,684.3795,12.1398,4.8585,2.7313,239569.6143,198405.0231,428381.2807,359905.2964,0.0204,0.0259,0.0039,0.04,3.6239,0.0173,0,92.28,0,0,0,1.66,0,3.29,2.02,0.76,0,0,0,0,0,0,0,0,3.8693,8.5512,0.0603,138.5446,1.4511,9.2857,122.9567,42.9504,0.0728,0.0387,11.5626,4.2144,3.8618,2.443,2.6242,1.6944,0.14,0.1138,63.108,2.2722373348058005
nwis_01400500,2010,Raritan River at Manville NJ,USGS (Powell Center),40.55555556,-74.58277778,"NAD83",20.61,NGVD29,ST,9513852,02,266,1,482.7633653068618,-494.7163563538989,12.0130453727928,11.182842062086756,14.33,0.37,0.01,-0.05,1.38,200.41734444541922,0.776,28.58,0.52,0.58,0.39,0.53,59.351378021746946,0.508,32.91,0.28,0.04,-0.01,1.14,173.907423956187,0.252,1.12,0.34,0.05,-0.09,1.39,185.659843502917,0.827,0.227686302377022,91.03803416787322,8.700000000000003,53.6448,616.9050000000001,0.542013671037555,41.3207805617214,0.107986328962445,0.10629053154497,0.35,0,0,50,0.010333751,70554353,77.12844064,27.034,664,8.223,20,10,33,8,32,21,110,100,-19,-6,44,99,156,205,232,223,183,122,66,8,1172,1222,86,72,95,99,111,94,123,112,104,84,99,93,109,116,4,38,30,93,91,12,23,899.821,210.029,5843,1872,954,64,16,15.64414465,13,urban,New Jersey,NJ,0.09279899999999996,5,200009319,0,02030105000020,0.9072,1274.0643,0.585,1e-5,0.585,0,642,642,0.08419,1273.24129,0.9993540278932548,134.9366,1262.7413651222882,-7.105156685609461,16.457515475684882,10.511067409714608,555.726,5.3,5.38,5.48,5.06,5.53,5.67,5.6,5.13,1.56,0,16.06,6.55,2.66,0.86,0.11,35.79,0.41,2.89,0.67,0.4,19.25,5.89,6.78,0.1,1.57,0,16.08,6.63,2.76,0.89,0.11,35.72,0.4,2.92,0.62,0.45,18.96,6,6.76,0.11,79.5218,208.4645,684.3795,12.1398,4.8585,2.7313,239569.6143,198405.0231,428381.2807,359905.2964,0.0204,0.0259,0.0039,0.04,3.6239,0.0173,0,92.28,0,0,0,1.66,0,3.29,2.02,0.76,0,0,0,0,0,0,0,0,3.8693,8.5512,0.0603,138.5446,1.4511,9.2857,122.9567,42.9504,0.0728,0.0387,11.5626,4.2144,3.8618,2.443,2.6242,1.6944,0.14,0.1138,63.108,2.2722373348058005
